Hybridization REF	TCGA-AX-A060-01A-11R-A00V-07
MADCAM1	-0.5885
F5	1.24825
SEMA4F	-0.414166666666667
NUDCD3	0.258375
PDZD11	0.5075
TRIML1	-0.5535
GCNT3	4.40866666666667
TMEM120A	0.60475
CNDP1	0.913
N4BP1	0.46825
SLC35F2	-0.119142857142857
LCP1	-2.37572727272727
IGBP1	0.2818
DCAKD	-0.33125
ELA2A	0.6825
C12orf56	2.88675
PITRM1	0.191071428571429
GUK1	0.381
RASSF8	-1.476875
OR2A14	1.77833333333333
ADM	0.189111111111111
FGD3	-1.39316666666667
GHRHR	0.1402
RHPN2	1.94575
C4orf39	-0.37475
VPS72	-0.03125
SERF2	1.407
CD22	-0.4504
CD47	-1.1061
PPIC	1.3025
IMPDH1	-0.10275
ACP6	1.86
PRKACA	-0.7265
PPP1R1A	-1.013375
TRPV3	0.4
ASXL1	-1.066125
C17orf55	-0.743333333333334
FXYD1	-1.2395
LMOD2	-0.3205
ANKRD33	-0.046
LCE2C	-0.243625
ZNF620	0.8425
DKFZP566E164	0.693
VSIG2	-0.36375
KIAA1128	1.59325
USO1	0.553
NUDT4	-0.0295714285714285
CLDN1	-0.527428571428571
OR4Q3	0.1605
FASTK	-0.268833333333333
ICOS	-0.472666666666667
LDB1	-0.09125
GSTA5	1.00575
ABCC1	-0.8455
FAM54A	-1.32
PCBP2	-1.078
NUP205	-1.00725
ACTA1	-1.274
GABBR2	-0.591666666666667
PIP5K1B	-0.5425
AGXT	-1.0726
RNF181	0.91725
ATP8A2	-1.42
AFTPH	1.5368125
FGF21	0.75425
FCER1G	0.0465
SNTB1	-0.02075
SLC24A3	-0.303857142857143
TXNL4B	0.0575
RPL10L	-0.723666666666667
LOC389517	-0.449894736842105
TSGA13	1.4735
SHOX2	-0.947833333333333
ITGA7	-2.0721
KCNIP2	0.22925
KLF13	0.5736
ZFAND2A	-0.33675
CEACAM1	1.61335714285714
PFKFB4	-0.948166666666667
MED19	0.42325
LRRC57	0.550666666666667
RNF11	0.331
ANKRD32	-2.0305
P117	0.764
OBFC2A	-0.612166666666667
POLD3	-1.08383333333333
RAB18	0.565625
TPH2	0.5494
PHB	-0.2022
JDP2	0.202666666666667
MORF4L1	-0.3928
POU2F1	-0.243666666666667
CNNM2	-0.322583333333333
LOXHD1	0.460666666666667
ZC3H15	-0.16375
ELK3	-0.976166666666667
FAM111B	1.11775
CBLC	3.67883333333333
SBNO1	0.2285
ANKMY2	-0.34775
PLEKHA5	1.5065
DHX58	0.992666666666667
ARCN1	0.482666666666667
TREML1	0.180111111111111
KNCN	-0.3975
SEC24A	-0.11325
PSCA	0.10125
MGC24125	0.3765
DNA2L	-1.5665
CIB4	-0.532
HIGD2A	-0.00166666666666667
TBX6	0.00599999999999998
TTLL5	-1.06683333333333
SGK3	-0.560166666666667
GCN1L1	-0.134
AMOT	0.6585
LDOC1	0.275166666666667
NRK	0.364
ASB9	-3.34525
NAT1	1.8257
TRAFD1	-0.46
PEAR1	0.2
FAM36A	1.126625
OR1S2	0.501166666666667
LOC388323	-2.07025
PGS1	-0.9544
LEPREL1	-3.98375
TFF1	-4.59175
HAP1	0.0905
EPHB2	-2.486
ACTG1	0.397166666666667
ZFP42	-0.2772
HAVCR2	-1.40522222222222
NME1	-0.08
SNX26	-0.268583333333333
LACTB	-0.222
ZKSCAN2	-0.013375
C5orf35	0.923
ANKS3	-1.64175
RBM28	-1.3925
DKFZP586P0123	-0.49475
HNRNPA1	0.0585
BCAS3	-1.804
FLJ20184	-0.814
POLA2	-1.007
TMC7	-0.905166666666667
HSD17B6	-2.3395
ZNF658B	0.605
TTTY10	0.400333333333333
RANBP9	-0.50125
CPNE7	-1.2825
EVL	-0.497058823529412
LNX1	0.809916666666667
IFNA21	-0.6214
CFD	-0.44925
PYCARD	-1.06966666666667
MYBPC2	-1.8255
ENPP3	-0.203833333333333
ACSL4	-1.82625
LOC440258	-1.57866666666667
TMEM176B	1.25433333333333
SOX2	-2.26175
SCO1	-0.5016
COMT	-0.8055
AOC2	-0.118
PDLIM5	1.92985714285714
SPHK2	0.361333333333333
NXPH2	-0.833
GPR108	-0.203166666666667
RAD51L1	-0.285666666666667
TMEM54	-0.34675
LETMD1	-0.385444444444444
SLC6A17	0.52475
KRT75	2.736
STT3B	0.131833333333333
CD3EAP	0.055
TMEM63A	1.48325
DUSP13	-3.036
CD1C	-2.1442
LASS2	-0.107166666666667
AVP	2.0275
PITPNM1	-2.399125
FLJ22795	-0.498
MCTP1	-3.08625
TRIM68	2.12416666666667
UCK2	0.014
ABHD1	0.16225
FAM50A	0.15575
RNASEH1	-0.8595
PCP2	1.267
OR52H1	0.899
C20orf149	-0.385
RBP5	-0.192666666666667
HYAL3	-0.37475
CLPB	-0.9495
SMNDC1	-0.656
DONSON	-1.41416666666667
FLJ27523	0.385
BARHL2	-0.323
SLC30A9	0.4315
TMPRSS11B	0.412
E2F8	-1.10383333333333
CCDC25	0.461416666666667
C14orf48	0.9238
C20orf116	0.514875
TSPAN11	-0.679
YIF1B	-0.735166666666667
FAM12B	-0.490333333333333
OR1L6	-0.9115
HPN	1.1188
NBN	0.067375
C14orf94	-0.203166666666667
OCLM	2.7085
ZSCAN18	-1.6878
L3MBTL	-1.87322222222222
TSTA3	1.92933333333333
RAC1	0.13275
C19orf15	0.402833333333333
NFE2	-5.25425
KLK14	-0.082
ARSF	0.205
MAST2	-1.13683333333333
AMICA1	0.4238
GTF2A1	0.80725
ATP1A3	0.1655
TC2N	2.7391
PNKP	0.107
ODZ2	-1.43557142857143
MATR3	0.507625
S100P	-2.485625
KRT82	0.878
CA13	0.383
PROZ	0.317
AASDH	0.696428571428571
C19orf40	-0.048
DCK	-0.327307692307692
FAM5C	-0.153
SLC6A4	-1.632
MID1IP1	-0.41975
TESSP5	-0.1625
TMOD4	-0.490166666666667
DOCK2	-1.1016
TUG1	-0.22775
NUP214	-0.545
DPYSL2	-1.4057619047619
GOLM1	2.48816666666667
MPFL	0.09025
SOX13	1.07475
SDCCAG8	1.017
KEL	-2.077
NUP210L	-1.308
GK	-0.915125
DNAJB1	1.15475
ALPK3	-0.6145
CHID1	0.971
CYLC2	0.766
IKZF5	0.71
C8orf51	1.23
PPM1J	-0.764
GIMAP8	0.337833333333333
GPR101	-0.6665
NR2F1	-3.785
ACAD8	1.83125
RBM35A	0.972
GNAI2	-0.902166666666667
METTL8	-0.3295
SLC39A7	-0.104
FBXO8	0.94325
CAMK1	-0.7775
RFC3	-1.05885714285714
FAM129A	0.127642857142857
ILF2	0.11725
FGFBP3	0.374375
NOM1	-0.279166666666667
PSMA3	-0.103
ASCC3	0.7875
ZYG11A	0.208
SOX21	-0.805
LYRM1	-0.15125
DEFB1	6.47
LOC91431	-1.78466666666667
OR7C2	2.0965
FAM46B	-1.639625
TMEM18	-0.081125
ARHGAP30	-1.44483333333333
TMEM86A	1.15445454545455
EPHA2	-1.13916666666667
C10orf46	0.413526315789474
TCHH	-0.62025
C3orf30	-0.1982
LOC285636	-0.157
PAIP2	0.18275
CYP2U1	-0.479714285714286
C12orf34	-0.1445
SARS2	-0.429
ZCWPW1	-0.91
SAMD12	0.82
KIAA1430	0.066375
ACAT1	-1.51025
MEOX1	-0.362333333333333
ADAMDEC1	0.00974999999999997
PHKA2	-0.62125
CARD11	-2.26283333333333
CALML4	2.575
TSSC1	-0.01925
TMEM45A	-2.52922222222222
MPP7	2.07675
POU1F1	-1.0935
SLC2A13	-0.452777777777778
FBN2	-0.545416666666667
ZC3H7A	0.2036
LAIR2	-1.20725
ST3GAL1	0.715166666666667
LCT	-0.85675
GEMIN8	2.10283333333333
KLF16	0.7678
HIF3A	0.359
FAM44A	-0.0315
AQP10	-0.9792
PLA2G2A	-1.385
FOLH1	2.0815
C20orf186	0.4395
MAPKAP1	-0.375
SPRR2D	1.97275
UBQLN4	0.524333333333333
RSHL1	-0.0206666666666667
PIAS3	1.4555
MRPL24	1.39475
GREB1	-0.715375
FAM27E3	-2.45
NUP62CL	-0.1835
NEUROG3	1.6555
REEP3	1.83858333333333
MARK1	1.28785714285714
LMBRD1	0.66975
PRPF19	-1.677
PNMT	-1.6392
CTGLF1	-2
SLC25A16	-0.08725
EIF2B3	-0.346
RPA2	-0.0405
PAK6	1.7255
CCDC26	-2.07142857142857
SEMA3E	1.976625
MXD4	1.1357
TNFSF10	2.8099
SMARCB1	-0.6945
DTX3L	0.220833333333333
PLA2G4E	0.855
PPAP2A	0.1145
ULK1	-0.955166666666667
TAS1R3	0.705
SLC2A3	-3.5037
ARID3A	-1.83425
GNG5	-0.51125
ACOX1	1.0206
KIF5B	-0.19125
NUP153	-0.93
MUC7	0.693
CSDE1	-0.419857142857143
CLPTM1	-0.44775
C3orf23	0.38925
LRRC17	-2.815
TTYH3	-0.693
ATP5B	-0.8875
ELF3	2.7236
CPSF3L	0.107
ZNF665	0.624166666666667
TLR6	-0.3534
GPI	-0.6265
RAD9A	-0.239125
NDST4	-1.611
AGPAT3	0.0641666666666667
MAGI3	0.386833333333333
ADORA2A	-1.445375
CACNG7	0.8625
CAMK2D	-0.167166666666667
CCHCR1	-1.26275
RPS27A	-0.659
OR10G7	0.389
GCM2	0.551
FAM135B	0.662166666666667
E2F1	-1.8
PLCB3	0.27675
OR2AE1	1.779
COIL	0.234666666666667
CDC25C	-1.55133333333333
RAB11FIP2	1.29833333333333
TSC2	0.6195
CTGLF5	-1.2025
CCDC108	0.764
OR13C4	0.99275
C10orf81	4.666
PTPRB	-0.1485
ACP2	-0.23225
LAG3	-1.005
MRPL54	0.647
LOC201175	1.3655
ITGB1BP3	-0.8635
SPTAN1	-0.580666666666667
SIPA1L2	1.21675
RCAN2	0.168
CDX2	1.021
ECOP	0.33
ACTR1A	0.370785714285714
PPARG	-1.3725
BBS10	0.702666666666667
TMEM44	-2.244
BPIL2	0.3435
CITED1	-0.98275
IRF6	2.783
PRDM4	-0.571
RRP9	-0.735333333333333
OR10H4	0.28125
IL31RA	-0.833
GNB1L	-2.381
MYBL2	-1.547875
ZNF407	0.661333333333333
PPIG	0.215333333333333
TTC18	1.6005
RPSA	-0.3415
MAPT	-1.594
MRE11A	0.0968461538461539
C8orf37	-0.213166666666667
RASGEF1C	1.3105
STBD1	0.821
CTAG2	-0.0934
MGAT5B	-1.90475
ECM1	-2.101125
RLN1	1.825
PARP14	0.7016
EPB41L1	-0.9023
HOXA3	-0.407636363636364
MAGEA9	-2.573
RPS8	-0.804333333333333
RPS19BP1	0.9515
FOXJ2	-0.62425
C10orf76	0.760375
IL17RE	0.264
C10orf65	-1.524
ZNF343	-0.868166666666667
FBXO33	0.4475
UHMK1	1.3115
LY6G6C	-1.0955
FGF19	-0.0204999999999999
C14orf128	-0.266833333333333
IFIT2	-0.359625
TIGD1	0.14775
S100G	-0.248
GUCY1B3	1.2615
NR3C1	-3.1492
CORO1B	0.881833333333333
PARP11	0.170363636363636
DNALI1	2.07683333333333
OR4N4	0.622875
MAP2K6	2.55666666666667
FSTL4	-0.32125
ANKRD47	0.6975
TMEM171	-0.697
PNLIP	0.046
YY1	0.1085
CCDC138	-1.39416666666667
AASDHPPT	-0.5797
CKS1B	0.00900000000000003
MCM3	-1.389
ANAPC7	-0.840833333333333
FAM110A	1.08475
CDC37L1	1.67733333333333
THTPA	0.209
NBPF20	-0.438
WDR24	1.06175
NPTX2	-0.558
CBLB	0.917166666666667
CETN1	-0.124
RPUSD1	-0.38875
FAF1	-0.22275
CDK6	-2.9255
HMX2	0.7325
CSK	-0.554166666666667
TEAD2	0.0115
SNAP25	0.0679999999999999
TUFT1	0.9044
TMTC3	1.15216666666667
LCK	-2.93225
SGOL1	-0.944
AKTIP	-0.32275
FURIN	-0.56425
SOX12	-0.140333333333333
DEFB103A	-0.01925
RAMP1	-0.12225
KIR3DX1	0.505
GAS2L3	-0.913
PDE8A	0.0524
EDN3	0.903333333333333
GMIP	1.3585
SF3A2	0.675
FN3KRP	0.08675
SMAD7	-1.504
RHBDD2	0.14875
OR11H6	-0.5515
PPP1R3B	1.2881
C9orf23	0.2125
CADPS	-0.058
GOLGA8A	-4.055375
TMEM57	1.1682
RGL3	0.7375
S100A14	1.9115
FGFR2	1.7860625
XRCC3	-1.15525
RTN4RL2	0.18725
MGC3771	1.6165
GH2	0.526333333333333
BTBD2	-0.90525
LMO2	-0.84225
RDBP	-0.521875
ACRBP	-1.58825
AMY2A	0.0727500000000001
DUOXA1	1.9275
PTK7	0.374666666666667
TWF2	-0.204833333333333
FAM80A	1.34725
TNNI2	-4.55433333333333
GLT25D1	-0.584
OCC-1	0.60675
CYC1	-0.744833333333333
RPL22	0.139409090909091
MORN3	0.8188
DISP1	1.17525
PRB2	-0.243
CHUK	0.02675
HR	-0.790375
CCDC134	0.106375
DENND4B	-0.71075
C14orf130	-0.059
RAB33A	-2.7865
DCST2	0.186
TNMD	-0.88675
PEX7	1.8705
FAM62A	-0.035875
SRD5A2L	3.5775
IL22	2.911
RPS26	0.022
HOXC5	1.3135
SPATA6	1.139
FLJ38482	0.178875
ZNF234	0.348
C18orf22	0.44175
SPATA22	-0.39
THOC1	-0.38375
CYP7B1	0.4755
KCNC3	-0.135
C8orf42	-0.5505
ALDH1B1	0.175666666666667
CCDC100	-0.4635
ARMC4	-0.09025
FAM18B2	0.025
SLC44A1	1.015125
FBXO17	-2.4
C6orf107	1.1585
C19orf29	-0.3055
ZC3HAV1L	-0.1855
PARP6	-0.252777777777778
SULT2A1	-2.09728571428571
C1orf159	-1.65825
TMC1	2.6165
CHST14	-0.159285714285714
GAMT	-2.47666666666667
SMCP	-0.3815
TSPAN33	0.220833333333333
MIDN	0.22125
NOX4	0.37575
RNASEN	-0.6929
TBX1	-0.8835
SALL2	-3.04825
C10orf35	1.651
CYP2E1	-0.459
LRFN2	1.058
ACO1	0.0501666666666667
IQCG	1.4707
MEGF9	1.4465
TM7SF4	1.0785
PLEKHA1	1.77073333333333
STK33	1.47875
C1orf210	1.5165
SNUPN	-0.4483
KIAA0406	-0.812
C20orf29	0.50325
TMEM55B	-0.42925
OSTM1	-0.9935625
CLCN7	-0.779
OTP	0.27525
FLJ23049	0.7365
HEATR4	0.7915
MAP3K10	0.954333333333333
PCDHGA9	0.29
AMDHD2	-0.5
LCTL	0.0165
PDCD2L	0.78
CABLES2	-1.10375
SLC5A9	0.45275
CLCA2	0.90825
MGC16025	0.631
STRAP	-0.936
C20orf196	-0.933
RRBP1	1.177
NAT13	-0.02825
MAT2B	0.2195
CSNK1D	-1.20466666666667
KIR3DL1	1.699
PRKAG3	1.362
ZNF599	0.779
PRM3	0.3625
PER2	1.07566666666667
ASPHD1	-4.394
PRMT6	-0.68025
KCNE1L	-0.341285714285714
FAM118A	-2.16183333333333
TAF4	-1.143
NDUFB6	0.15625
TRIM9	-0.229666666666667
PMFBP1	-0.53875
KY	-0.701
DKFZp762E1312	-1.31490909090909
CSMD1	-1.114
TBP	-0.0955
OR1Q1	-0.0236
RETNLB	-0.052
HPGD	-0.12075
DNAJC12	-2.31833333333333
FKBP1B	-3.78175
ANKRD24	-0.457333333333333
CXXC5	0.516833333333333
IL3	1.10185714285714
DRAM	0.730111111111111
PTCH1	-0.679625
TP53BP1	0.0855
SLC17A7	0.551857142857143
COL25A1	-0.030625
AMACR	1.0115
RHCG	0.08575
VPS13A	0.184333333333333
FAM55D	-0.185
PRPF38B	-0.701545454545454
OSBPL6	-2.8335
PFDN5	1.1159
CMTM6	1.5125
KCNK12	-1.46075
RP2	0.62
C16orf52	-2.63025
PICK1	0.5675
IFNE1	-0.30625
SEMA4B	0.06825
TYRO3	-1.13575
OR12D2	0.128
CSNK1A1	-0.1149
FANCF	1.27675
LONP2	0.730125
TBL1Y	-0.88375
LDOC1L	-0.137625
CCNC	0.65425
C3orf60	-1.19425
CHKA	-1.10275
UBAP1	-0.21825
MAP3K1	1.5975
ANKRD9	-1.553
FAM92A1	-0.675333333333333
GAB2	-0.622428571428571
AZU1	0.2855
DIS3	-0.109545454545455
C21orf109	-0.053
IQCB1	-1.09425
SPATS2	-0.0865
EFCAB3	1.59
PRB3	-0.192375
FUZ	-0.3295
ZNF813	0.68625
BMPER	0.7
HEG1	-0.905571428571429
ALS2CR11	0.004
SURF2	0.2335
PSMC1	-0.35925
OR2D2	-0.3995
SLC7A8	-1.04666666666667
C4orf40	-0.6955
SPATA7	0.09475
MAZ	-1.10491666666667
PIN4	0.362
PDE1A	-0.852
TAF6L	-0.6285
OR2T34	0.099
KIAA0284	0.55775
ACADS	0.904909090909091
MKRN2	-0.9475
C18orf56	0.886
MS4A6E	0.6432
GALNT4	1.91111111111111
C22orf31	0.159
FLJ36070	0.1775
PSME4	0.67525
TFG	-0.5007
EPHX2	1.602125
ANXA5	0.79925
KRTAP1-1	0.623222222222222
BATF	-0.34775
KARS	-0.362
MSTP9	0.134
GPR26	0.147375
CCDC72	0.294
TEF	-0.0418333333333333
FOXK1	-0.6504
PRLHR	-0.2675
EMX1	-0.19675
C11orf30	0.787625
ICK	0.73025
THSD7B	1.0755
C21orf100	-0.3935
DUOX1	3.0705
EFCAB4B	-0.155666666666667
UBE2G2	-1.32383333333333
C3orf54	-0.7445
PARP1	-0.15175
FAM60A	0.163166666666667
C6orf146	1.13775
OR9K2	0.0355
DDX55	-1.32733333333333
RPS15	-0.101083333333333
ZNF618	0.7393125
DKFZp686D0972	-0.06075
SSPO	0.251
SHFM3P1	-0.462
CPA6	0.0516666666666666
JAG2	-0.55425
DEFA3	0.453333333333333
PPBPL2	0.4976
CD34	2.161375
SLCO4A1	-2.963
AFG3L1	-3.4035
SHD	-0.64575
RP13-122B23.3	-1.031
PRKCSH	-0.4925
DPH5	0.825
HLA-F	1.11125
TBC1D4	-0.16225
RIG	0.8595
GLUD1	-0.477666666666667
HNRPCL1	0.82625
HBXIP	-0.14675
RNF207	0.8075
APIP	0.401
PLA2G3	-0.414833333333333
CCDC84	-1.6255
MYLIP	0.886846153846154
PHIP	-0.11275
AARS2	-0.470166666666667
DHX32	0.30875
SCAPER	-0.3554
MEN1	0.0615
NIP7	-0.4245
FLJ25404	1.1665
FASTKD3	-0.93125
TMEM158	-2.67583333333333
RARA	0.594
BDH1	1.164
ANKRD16	1.10175
CARM1	1.4415
SS18	0.7305
IKZF2	0.203583333333333
MYD88	0.134
PML	0.6148
TAF1A	-0.46525
CBFB	0.6305
HIST1H3H	0.436
C7orf29	-1.1645
COMMD4	-1.10683333333333
DPP3	-0.468
DAB2	-0.335375
LOC388882	-0.221
YPEL4	-0.69575
AGBL3	1.359
LRP6	0.9671
SERPINH1	-1.26083333333333
TLE1	0.94325
CD244	0.579666666666667
ZDHHC15	-0.339333333333333
MGLL	-0.786
PLDN	0.431454545454545
LOC654346	1.726
FAP	-1.146
GPR37	-0.846333333333333
SCARA5	-0.367
EBF4	-0.607909090909091
LSM6	0.3465
MLLT1	-0.3995625
SLC5A12	0.167333333333333
A2BP1	-0.577333333333333
COPS5	-0.252666666666667
TPM4	-0.989071428571429
TNFSF4	-1.055
ACADSB	-0.722941176470588
HERPUD1	0.454
BCL2L11	-0.671888888888889
CEP78	-1.07625
CDCA3	-0.891
WBSCR19	0.105875
MYO1A	-2.4285
PPEF1	-0.292166666666667
LOC440348	-1.54225
CPEB2	0.460285714285714
BPTF	-0.78025
RPL21	0.1639375
GSX2	-0.5735
ADPRH	0.00283333333333335
C17orf68	-0.223833333333333
KCNS1	-0.8385
MLLT6	-0.464333333333333
PIWIL4	-0.447333333333333
RNF26	-0.85675
RAP1B	0.076625
ADAMTS1	-1.1109
ZNF571	-0.1785
P2RY6	-0.88
TRIM21	1.17533333333333
CADM3	0.445
NLRC5	-0.114166666666667
ADRA2B	-0.321666666666667
LOC90835	-1.068125
PCF11	-1.1315
LOC400451	1.62075
GLTSCR1	0.5033
C17orf88	-0.332833333333333
CDH16	0.9995
FGF7	0.848142857142857
PCSK4	-0.359333333333333
NPC1L1	-1.30833333333333
TAT	0.69175
TBCA	-0.41525
MGC33407	-0.046
GPR115	-0.407857142857143
CYGB	0.719
FNBP4	-1.0555
C12orf43	-0.3105
CBL	-0.7782
CLECL1	0.0353333333333333
PPAPDC1A	-2.3645
WDR25	0.210666666666667
SGCA	-0.175
C22orf29	0.296666666666667
YIPF1	2.09875
GALK2	0.207
RAB3B	0.416833333333333
LOC440087	0.413
UCP1	0.0944999999999999
REEP5	0.924375
FADD	-0.7825
FOXA1	-3.219125
CACNA1A	0.348666666666667
ABI1	0.2375
GRIN2D	1.6855
SLC1A4	-0.485
LOC401127	1.74525
HINT2	0.262
PLD4	0.784833333333333
ZNF286A	-0.548333333333333
ENY2	-0.993
IL1F6	0.177
PXDNL	0.087
C20orf79	0.00366666666666663
TNFSF13B	0.796333333333333
DENND3	-0.91775
JARID1D	-2.8295
HIST1H2AK	1.14575
LOC93349	-0.6483
SSH1	-1.08722222222222
ENSA	0.2475
LOC219854	0.642
CKAP2	-0.2711
DKFZP564J102	1.46533333333333
MGC87315	0.0625
HNRPAB	-0.9715
AMH	-1.752
ZNF526	0.8355
BRUNOL5	0.00109999999999999
CACNG3	0.56
TRPM1	0.873
PPP2R1A	0.282125
COL2A1	-0.275333333333333
DDN	-0.224166666666667
FLJ25770	0.748333333333333
HK2	-0.793714285714286
ELOVL6	-0.13825
MDK	-0.52375
EPHX1	2.35
RASSF2	-1.1885
DKFZP434B0335	0.3305
DLX3	-0.2405
PRTN3	-0.77025
AVPR1A	0.462666666666667
C21orf125	-0.06675
TNFAIP8	-1.36683333333333
GNB2L1	-0.22675
CALCRL	0.636666666666667
SCGB2A2	5.56833333333333
UBXD7	-0.2815
ZNF674	0.691
TMEM35	0.00228571428571429
BRSK2	-0.0772499999999999
HECTD3	0.197833333333333
TMEM188	0.530909090909091
LGALS9	1.773875
SCARB2	0.604
USP34	-0.0239166666666667
C17orf28	1.71066666666667
ZDHHC23	-0.178
AQP12B	2.5485
SLC16A3	-1.770125
APLP2	0.404375
ITIH2	-5.946
MICAL3	-0.213571428571429
TNNI3K	0.708222222222222
HDAC2	0.2675
PRR7	0.4367
THBS2	-4.277625
LOC751071	0.6172
CA2	-0.163666666666667
RANBP17	0.798
RLN3	0.455
CRYZ	0.414666666666667
GBAS	0.507833333333333
TAS1R1	0.62625
MPZL3	1.0715
PCDH8	-1.25066666666667
HSP90B1	0.732916666666667
KCNK15	-1.1085
TNIP2	0.544333333333333
GPR146	0.269
NOL6	0.087
SPC25	-1.89066666666667
STEAP2	1.472
VAMP3	-0.427666666666667
TCIRG1	0.1345
ZP4	0.00975000000000001
PARL	0.603428571428571
TRIM39	0.562666666666667
KIAA1305	-1.01166666666667
CRNN	0.964666666666667
GRN	-0.29825
HSH2D	-0.36275
SCAMP1	1.0421875
KIAA1913	-0.846
PTS	-0.2885
BANP	-0.128357142857143
PRKACG	-0.26675
ADCY6	0.293
C16orf46	null
CYP51A1	0.344875
DDC	-0.236
ANPEP	-0.501166666666667
PROM1	5.74933333333333
SIGLEC10	0.269333333333333
COPG	2.066
FAM26E	-0.0545714285714286
TRIP4	0.93325
SNX3	0.2775
C1orf175	-0.206666666666667
PPY2	2.177
C14orf152	0.05425
FTSJ1	-0.738833333333333
DST	-1.43084210526316
LOC554235	-0.20975
GLRX5	-0.19
C20orf12	0.3212
CAB39	-0.713166666666667
MSH2	-0.832833333333333
PIP4K2C	0.57775
CYLD	0.93075
WTAP	0.886375
MGAT4A	-0.472222222222222
TSC22D4	-0.2729
CHRM2	0.144
PPYR1	0.0356666666666667
CCNH	-0.985166666666667
RRM1	-0.61225
ECAT8	-2.83266666666667
LOC400120	0.67725
GABRA4	0.28
C14orf4	0.572666666666667
C1orf59	-3.05575
CTDSPL	1.41983333333333
NHEDC2	0.0635
PDE11A	0.501266666666667
KLHL29	-2.6075
CD5	-2.07888888888889
TSPAN9	1.83466666666667
WDR67	-1.34575
THUMPD1	0.549
C18orf17	-0.054
CLYBL	-0.4385
FLJ13231	-0.348125
CMBL	1.12425
LECT2	0.13575
NKAPL	0.3445
LOC654780	0.2395
OR4C6	-0.0605
RAB30	-0.7995
TSSK4	-0.8565
TMEM163	0.3895
OSBPL11	0.835666666666667
GNB5	-0.844166666666667
CCL21	-0.0125
C1orf121	1.5015
FMO2	1.707
RPTN	5.4525
MSTN	1.3155
VCL	-0.3375
FYTTD1	-0.40475
C11orf1	0.0855
CCDC88C	0.6465
HFE	0.183444444444444
MOGAT1	0.6885
FAM125B	-0.6728
IRGQ	-0.477
RAVER2	0.5145
AKAP5	-0.8315
SSSCA1	-0.54425
C11orf63	-0.02375
ACTG2	-0.0336
PORCN	0.4645
DTL	-0.566181818181818
TMEM151	0.17
FAM122C	-0.1185
RSAD2	-0.115444444444444
BAT4	-0.4865
KRTDAP	-0.909833333333333
MYH8	0.285142857142857
CRTC3	0.20425
LRRFIP2	-0.4646
INTS4	-0.27
TTN	-0.1186
SLC26A5	1.028
PLLP	1.05025
RGS6	-0.456875
SRGAP3	1.96625
ZNF525	0.681
NBR2	-0.501166666666667
C13orf1	0.00859999999999999
ZNF137	0.4635
CEP27	-1.283
BEST2	0.5435
RNF121	-0.28175
DMRTC2	0.508
C8orf76	-0.50025
BCCIP	-0.1465
MEST	0.40625
HTRA2	-0.327
ANGPTL2	-1.94725
ILKAP	0.202666666666667
ERAS	-0.9665
HBS1L	0.192875
CPA5	-0.65
TMEM30A	1.54683333333333
CD300LF	-0.2856
WISP3	0.4455
CRK	0.726769230769231
PDS5A	-0.2894
BRPF3	-0.511666666666667
NEDD9	-0.1295
SMPDL3B	1.6165
PSG6	-0.69875
PSMD13	0.434
ETV5	-0.3678125
OR51A4	0.3045
BTBD7	0.824333333333333
GSTO1	-1.091125
hCG_16001	0.6095
MAD2L1BP	-0.380666666666667
COX6A2	1.8485
SCNN1A	2.85233333333333
LSM1	0.540333333333333
UGT2B11	-4.123
IDUA	0.81975
PPP2R3C	-0.9545
COX11	-0.802166666666667
PDZK1	-3.70633333333333
ZNF443	1.16366666666667
MGC21874	1.22133333333333
ZNF323	-0.0676249999999999
KRTAP10-10	0.055
CXCL6	0.697
SLC34A2	3.579
LOC284402	-0.048
NPTN	0.684166666666667
UPP1	-1.34933333333333
SLC6A9	-0.905
OR7G3	0.16775
CISD1	-0.3945
ZNF545	-1.487
SYT14	-0.1435
NT5C3L	0.158666666666667
ZNHIT3	0.186
SNRPD3	0.03
KIAA0701	-0.184142857142857
UNC93B1	-0.292166666666667
GMNN	-1.110125
SPCS2	0.8025
LOC388524	0.4785
NAPRT1	0.171
PNLIPRP1	0.458666666666667
OR6V1	0.7155
PRKAB1	-0.1235
EYA4	-1.1912
KIF20A	-1.672
ALG10	-0.0965
ITPKC	0.243666666666667
LMX1B	0.230833333333333
RPUSD4	0.326
C7orf34	0.1165
DLGAP2	0.365625
PFN1	-0.6662
MICALL2	-0.51325
ZNF654	0.829
SS18L1	-0.965625
SLC16A8	0.28225
MKI67IP	0.281333333333333
ITGB3	-0.087625
TCEA3	3.24116666666667
CEP152	-1.135625
CLIP1	0.4035
ZNF75	0.369866666666667
ATP5C1	-0.551
NUDT5	-0.271333333333333
PSCDBP	-1.8
UBP1	0.00950000000000001
RBM27	0.3995
C13orf15	1.923
ZNF282	0.09
ZNF222	0.3817
COL10A1	0.292
PRDM15	-0.34475
TTTY5	0.147
FAM9C	0.2817
C20orf67	0.2735
GNG13	-0.495
F12	1.66575
C1orf41	-0.408
CPXCR1	1.814
GSK3A	-0.153125
SUPT6H	-0.0296666666666667
PI16	-2.4446
ELL2	-0.70925
C9orf167	-2.46466666666667
PVRL3	2.3517
FLJ38596	1.585
ADAM20	1.45366666666667
GPR89A	1.87
GPR87	-0.3305
ZNF30	0.1295
SMR3B	0.12675
ZNF770	0.304
